Program,Census Tract,Geography Type,CBSA Title,County Name,State Name,Tract Income Level,Tract Median Family Income as Percent of MSA Median Family Income,Tract Population,Place/Neighborhood,Federal Reserve District,Year,Amount
CRA Small Business,13121001600,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4236,2460,"Inman Park, Atlanta, GA",6,2020,9554150
SBA 7A,13121010521,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6955,2215,"College Park, GA",6,2020,1648387
CRA Small Business,13121011656,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.2527,4213,"Alpharetta, GA",6,2020,8162839
CRA Small Business,13121010313,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.5255,3931,"Sandtown, Atlanta, GA",6,2020,10677835
CRA Small Business,13121010107,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.648,1859,"Sandy Springs, GA",6,2020,3536899
CRA Small Business,13121006200,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,1253,"Oakland City, Atlanta, GA",6,2020,2052079
SBA 7A,13121009604,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.5095,4112,"Buckhead, Atlanta, GA",6,2020,283912
CRA Small Business,13121007807,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5437,2619,"Adamsville, Atlanta, GA",6,2020,710769
CRA Small Business,13121011655,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8783,2977,"Alpharetta, GA",6,2020,13038332
SBA 7A,13121010135,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8187,2566,"Sandy Springs, GA",6,2020,1378881
SBA 7A,13121001206,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8318,4296,"Midtown, Atlanta, GA",6,2020,48024
SBA 7A,13121003600,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3873,902,"Castleberry Hill, Atlanta, GA",6,2020,5649
SBA 7A,13121001203,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8549,2028,"Midtown, Atlanta, GA",6,2020,1394984
CRA Small Business,13121010221,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0706,2154,"Sandy Springs, GA",6,2020,21961797
SBA 7A,13121010220,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8491,4717,"Sandy Springs, GA",6,2020,1721611
SBA 7A,13121008103,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5666,4361,"Harland Terrace, Atlanta, GA",6,2020,669524
CRA Small Business,13121007709,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8495,4211,"Atlanta, GA",6,2020,3637208
SBA 504,13121010135,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8187,2566,"Sandy Springs, GA",6,2020,1091578
CRA Small Business,13121011511,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.7838,2794,"Alpharetta, GA",6,2020,10041747
CRA Small Business,13121011307,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3965,4631,"East Point, GA",6,2020,1914988
CRA Small Business,13121001205,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2615,"Midtown, Atlanta, GA",6,2020,14004824
SBA 7A,13121009409,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.835,1639,"Buckhead, Atlanta, GA",6,2020,48024
CRA Small Business,13121011446,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.1632,3428,"Roswell, GA",6,2020,12890745
CRA Small Business,13121011510,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.3057,6164,"Alpharetta, GA",6,2020,20797408
CRA Small Business,13121011507,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,4947,"Alpharetta, GA",6,2020,9890825
CRA Small Business,13121005501,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3796,2505,"Peoplestown, Atlanta, GA",6,2020,2933479
SBA 7A,13121011419,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.7514,5798,"Roswell, GA",6,2020,1364474
CRA Small Business,13121009201,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,1873,"Lindridge-Martin Manor, Atlanta, GA",6,2020,11097776
CRA Small Business,13121010604,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6156,3372,"Atlanta, GA",6,2020,7155159
CRA Small Business,13121011634,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.2323,2721,"Alpharetta, GA",6,2020,5242521
CRA Small Business,13121009604,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.5095,4112,"Buckhead, Atlanta, GA",6,2020,35048737
CRA Small Business,13121000602,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4741,3288,"Home Park, Atlanta, GA",6,2020,9378255
CRA Small Business,13121008301,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5338,2524,"Center Hill, Atlanta, GA",6,2020,494939
CRA Small Business,13121009302,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.8906,2276,"Buckhead, Atlanta, GA",6,2020,8299464
CRA Small Business,13121011444,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.9718,3756,"Johns Creek, GA",6,2020,10472369
SBA 7A,13121007705,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3739,3969,"Greenbriar, Atlanta, GA",6,2020,365865
CRA Small Business,13121011515,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,2531,"Alpharetta, GA",6,2020,6380987
SBA 7A,13121012300,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.97,2777,"Atlanta, GA",6,2020,363746
SBA 7A,13121008400,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2865,"Hunter Hills, Atlanta, GA",6,2020,211874
SBA 7A,13121011429,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.535,5546,"Alpharetta, GA",6,2020,760037
CRA Small Business,13121010218,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,2010,"Sandy Springs, GA",6,2020,1818996
SBA 7A,13121010537,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0412,3821,"Fairburn, GA",6,2020,296625
SBA 7A,13121011510,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.3057,6164,"Alpharetta, GA",6,2020,2622163
CRA Small Business,13121011631,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4171,4542,"Johns Creek, GA",6,2020,8585090
SBA 7A,13121001001,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.1551,4895,"Home Park, Atlanta, GA",6,2020,307472
SBA 7A,13121011646,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0861,3059,"Roswell, GA",6,2020,1343794
CRA Small Business,13121011445,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.2602,3158,"Roswell, GA",6,2020,10526240
CRA Small Business,13121011627,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4045,4418,"Johns Creek, GA",6,2020,11725891
CRA Small Business,13121009504,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,3330,"Buckhead, Atlanta, GA",6,2020,25789487
CRA Small Business,13121007301,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5063,4435,"Glenrose Heights, Atlanta, GA",6,2020,1159744
CRA Small Business,13121011651,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.7041,2299,"Alpharetta, GA",6,2020,14653714
SBA 504,13121001203,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8549,2028,"Midtown, Atlanta, GA",6,2020,641839
CRA Small Business,13121011637,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.9642,2836,"Alpharetta, GA",6,2020,17465616
CRA Small Business,13121009802,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0285,4154,"Buckhead, Atlanta, GA",6,2020,36141581
CRA Small Business,13121011902,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,1377,"Sweet Auburn, Atlanta, GA",6,2020,21160309
CRA Small Business,13121009409,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.835,1639,"Buckhead, Atlanta, GA",6,2020,7646341
CRA Small Business,13121010004,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,1712,"Buckhead, Atlanta, GA",6,2020,45970814
CRA Small Business,13121000100,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.4681,5679,"Morningside-Lenox Park, Atlanta, GA",6,2020,11132343
SBA 504,13121009606,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,1511,"Buckhead, Atlanta, GA",6,2020,802299
CRA Small Business,13121010309,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0844,3685,"Cliftondale, Atlanta, GA",6,2020,2034515
CRA Small Business,13121011649,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8539,5387,"Johns Creek, GA",6,2020,13014979
CRA Small Business,13121001204,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.6373,2127,"Midtown, Atlanta, GA",6,2020,4342022
SBA 7A,13121007810,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6041,4498,"Niskey Cove, Atlanta, GA",6,2020,199387
CRA Small Business,13121011646,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0861,3059,"Roswell, GA",6,2020,38709733
SBA 7A,13121011436,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.5734,3190,"Roswell, GA",6,2020,255944
CRA Small Business,13121003600,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3873,902,"Castleberry Hill, Atlanta, GA",6,2020,2541369
CRA Small Business,13121004200,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.36,2443,"West End, Atlanta, GA",6,2020,4768600
CRA Small Business,13121007604,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3267,3191,"Campbellton Road, Atlanta, GA",6,2020,569520
CRA Small Business,13121010527,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,5847,"Union City, GA",6,2020,4201723
CRA Small Business,13121010130,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.51,4524,"Sandy Springs, GA",6,2020,11419883
CRA Small Business,13121010127,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4121,2557,"Sandy Springs, GA",6,2020,7994476
CRA Small Business,13121011652,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.6826,3372,"Alpharetta, GA",6,2020,17151133
SBA 7A,13121010215,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.7154,1869,"Sandy Springs, GA",6,2020,1123191
CRA Small Business,13121007808,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.1559,3749,"Adamsville, Atlanta, GA",6,2020,1002309
CRA Small Business,13121011639,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.5283,1952,"Alpharetta, GA",6,2020,12104159
CRA Small Business,13121011100,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.9426,2524,"Jefferson Park, East Point, GA",6,2020,10953089
CRA Small Business,13121009001,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.0769,2611,"Buckhead, Atlanta, GA",6,2020,4874876
CRA Small Business,13121010307,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0664,5425,"Cliftondale, Atlanta, GA",6,2020,4110511
CRA Small Business,13121007900,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.886,5067,"Green Forest Acres, Atlanta, GA",6,2020,4526780
SBA 7A,13121009804,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,2514,"Buckhead, Atlanta, GA",6,2020,190687
SBA 7A,13121004900,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9469,2871,"Grant Park, Atlanta, GA",6,2020,2824
CRA Small Business,13121010211,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,3373,"Atlanta, GA",6,2020,14553269
CRA Small Business,13121010314,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2161,"Cliftondale, Atlanta, GA",6,2020,1314470
CRA Small Business,13121011440,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.7571,2352,"Roswell, GA",6,2020,6720769
SBA 7A,13121005000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3117,3366,"Grant Park, Atlanta, GA",6,2020,42374
SBA 7A,13121000400,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.199,1865,"Ansley Park, Atlanta, GA",6,2020,1871562
CRA Small Business,13121001802,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3566,2474,"Old Fourth Ward, Atlanta, GA",6,2020,1487867
CRA Small Business,13121001502,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,2364,"Virginia Highland, Atlanta, GA",6,2020,7464863
CRA Small Business,13121011309,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.9595,3655,"East Point, GA",6,2020,939590
SBA 7A,13121010115,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.1031,2797,"Sandy Springs, GA",6,2020,634777
HOME,13121001701,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2204,"Old Fourth Ward, Atlanta, GA",6,2020,2283165
CRA Small Business,13121010308,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.1774,5787,"Cliftondale, Atlanta, GA",6,2020,4231983
SBA 7A,13121010522,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5234,5467,"College Park, GA",6,2020,1644149
SBA 7A,13121011653,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.6734,3753,"Alpharetta, GA",6,2020,144075
CRA Small Business,13121011644,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0529,3686,"Milton, GA",6,2020,5742062
CRA Small Business,13121007711,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7389,2550,"Atlanta, GA",6,2020,1965205
SBA 7A,13121011437,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3705,2911,"Roswell, GA",6,2020,2347575
CRA Small Business,13121004000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6188,2325,"Mozley Park, Atlanta, GA",6,2020,1037339
SBA 7A,13121010121,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.2981,2518,"Atlanta, GA",6,2020,444937
CRA Small Business,13121006100,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3804,3269,"Bush Mountain, Atlanta, GA",6,2020,1076890
SBA 7A,13121007002,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.4718,2871,"Lakewood, Atlanta, GA",6,2020,207637
SBA 7A,13121007200,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5222,1968,"South River Gardens, Atlanta, GA",6,2020,266962
CRA Small Business,13121002900,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.7093,2553,"Old Fourth Ward, Atlanta, GA",6,2020,14456089
CRA Small Business,13121002300,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.2826,1225,"English Avenue, Atlanta, GA",6,2020,1670211
CRA Small Business,13121009203,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8283,2762,"Lindridge-Martin Manor, Atlanta, GA",6,2020,9685301
CRA Small Business,13121011416,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4911,5612,"Roswell, GA",6,2020,29364179
CRA Small Business,13121010401,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8145,4589,"Palmetto, GA",6,2020,8548066
CRA Small Business,13121010213,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8355,1113,"Sandy Springs, GA",6,2020,1470765
CRA Small Business,13121004300,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.401,2475,"Atlanta University Center, Atlanta, GA",6,2020,1819299
SBA 7A,13121005700,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.4693,1550,"Pittsburgh, Atlanta, GA",6,2020,209586
SBA 7A,13121001301,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2299,"Midtown, Atlanta, GA",6,2020,515873
